collegeName,aliasName,state,city,photo,rank,ACT,aidPercent,acceptance,tuition,gpa,enrollment,SAT,costAfterAid,type,academicCalendar,setting,website
Grace Christian University,,MI,Grand Rapids,,Unranked,,,95,20850,3.3,978,,,Private,Semester,Suburban,//gracechristian.edu
Huntingdon College,,AL,Montgomery,https://www.usnews.com/dims4/USNEWS/8c7e6d6/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ffc%2F082ac5024d62420c5f98a98e985d88%2Fcollege-photo_12287.jpg,#16,19,79,58,27400,3.4,1081,989,23931,Private,Semester,Suburban,http://www.huntingdon.edu
Cleveland University--Kansas City,,KS,Overland Park,,Unranked,,,,,,,,,Private,N/A,N/A,//www.cleveland.edu/
Schreiner University,,TX,Kerrville,https://www.usnews.com/dims4/USNEWS/f771b78/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F14%2Fb78fa6c8c8e97424e86778d2cc4a66%2Fcollege-photo_25477.jpg,#12,18,60,91,30470,3.5,1319,960,31977,Private,Semester,Rural,http://www.schreiner.edu
University of Northwestern Ohio,,OH,Lima,,Unranked,,,,,,,,,Private,N/A,N/A,//www.unoh.edu/
Greensboro College,,NC,Greensboro,,#36,16,79,44,18500,3.3,904,910,41309,Private,Semester,Urban,http://www.gborocollege.edu
Stony Brook University--SUNY,Stony Brook SUNY Stony Brook Stony Brook University SUNY,NY,Stony Brook,https://www.usnews.com/dims4/USNEWS/26d27c0/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fda%2F55f9c218f25686c56dd9095c8a2c2f%2Fcollege-photo_34218.jpg,#91,26,12,42,28528,3.8,17522,1230,35161,Public,Semester,Suburban,http://www.stonybrook.edu
LaGrange College,,GA,LaGrange,https://www.usnews.com/dims4/USNEWS/cfbef63/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ffc%2F7512abcf843b2714392f7ad69e2f49%2Fcollege-photo_2357.jpg,#5,20,75,48,31500,3.5,877,1020,39289,Private,4/1/2004,Rural,http://www.lagrange.edu
Tusculum University,,TN,Greeneville,,#84,17,,89,,,,880,,Private,Semester,Rural,http://www.tusculum.edu
University of Texas of the Permian Basin,,TX,Odessa,https://www.usnews.com/dims4/USNEWS/341c3d4/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F51%2F897ad9097b00086cbb538b040979d4%2Fcollege-photo_8021.jpg,#82,17,,83,10115,,4744,970,,Public,Semester,City,http://www.utpb.edu
Ashford University,,CA,San Diego,,Unranked,,,,,,,,,Proprietary,N/A,N/A,http://www.ashford.edu
SUNY--Oswego,SUNY Oswego SUNY Oswego,NY,Oswego,https://www.usnews.com/dims4/USNEWS/8cd26e0/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F3a%2F6b8a4e2340cac68b9da0a047648f4b%2Fcollege-photo_5854.jpg,#52,21,30,54,18220,3.5,7081,1040,30877,Public,Semester,Rural,http://www.oswego.edu
Moore College of Art & Design,,PA,Philadelphia,https://www.usnews.com/dims4/USNEWS/f22cd57/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F16%2F32f1b63db5bcbcd85bcdc933451d60%2Fcollege-photo_21033.jpg,Unranked,,,,,,,,,Private's ,Semester,Urban,http://www.moore.edu
Fresno Pacific University,,CA,Fresno,,#31,17,69,64,32458,3.6,2893,940,36764,Private,Semester,Urban,http://www.fresno.edu
Hollins University,,VA,Roanoke,https://www.usnews.com/dims4/USNEWS/0e43f56/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F9a%2F95b292c7aa7db4ac4c7d7d75aa44e0%2Fcollege-photo_2079.jpg,#102,24,77,64,40010,3.7,676,1070,22147,Private's ,4/1/2004,Suburban,http://www.hollins.edu
Baptist Bible College,,MO,Springfield,,Unranked,,,,,,,,,Private,N/A,N/A,//www.gobbc.edu/
Harrisburg University of Science and Technology,,PA,Harrisburg,,#129-#170,,,,23900,,985,,,Private,Semester,Urban,http://www.harrisburgu.edu
Wiley College,,TX,Marshall,,#26-#33,,,,,,,,,Private,Semester,Suburban,http://www.wileyc.edu
Alverno College,,WI,Milwaukee,https://www.usnews.com/dims4/USNEWS/0730a50/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F03%2F0107a339fc4e26a1e1bf1d2fd7729a%2Fcollege-photo_29108.jpg,#53,17,84,67,29456,3.1,1219,,24799,Private's ,Semester,Urban,http://www.alverno.edu
Viterbo University,,WI,La Crosse,,#61,21,78,76,28650,3.6,1714,1040,24840,Private,Semester,City,//www.viterbo.edu
Eastern Oregon University,,OR,La Grande,,#77,18,,98,21729,3.3,2744,940,,Public,Quarter,Rural,http://www.eou.edu
Denver College of Nursing,,CO,Denver,,Unranked,,,,,,,,,Proprietary,N/A,N/A,hi
Arizona Christian University,,AZ,Phoenix,https://www.usnews.com/dims4/USNEWS/bdd1256/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff9%2F5888b830c8de5f5630fa2b9994f564%2FCampus-01.jpg,#22,17,,56,27890,,776,930,,Private,Semester,Urban,http://arizonachristian.edu/
University of Utah,,UT,Salt Lake City,https://www.usnews.com/dims4/USNEWS/540a872/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F5c%2F56e451b77163161894c4def98b68fd%2Fcollege-photo_20743.jpg,#104,22,13,67,30132,3.6,24743,1130,39205,Public,Semester,Urban,http://www.utah.edu
D'Youville College,DYouville College,NY,Buffalo,https://www.usnews.com/dims4/USNEWS/f5cf81b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F17%2F4f8f9c4ca2d8233ae43acc482f5792%2Fcollege-photo_31403.jpg,#254,14,,100,27940,3.7,1699,1030,,Private,Semester,Urban,http://www.dyc.edu
Oglethorpe University,,GA,Atlanta,https://www.usnews.com/dims4/USNEWS/fdeaa01/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc5%2F38b86a70cccc364adf223f494f22a8%2Fcollege-photo_23521.jpg,#164-#215,22,,62,39580,3.6,1264,1110,,Private,Semester,Suburban,https://oglethorpe.edu
Adelphi University,,NY,Garden City,https://www.usnews.com/dims4/USNEWS/14692f7/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff3%2F22be9e669abf6493ab475fccbe64a5%2Fcollege-photo_37212.jpg,#166,22,65,74,38660,3.5,5391,1080,42300,Private,Semester,Suburban,http://www.adelphi.edu
West Virginia University Institute of Technology,,WV,Beckley,https://www.usnews.com/dims4/USNEWS/c9cec2d/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F23%2F42f2da6f90cbda264bac6459da2539%2Fcollege-photo_29281.jpg,Unranked,21,,61,18912,3.5,1755,1020,,Public,Semester,Rural,http://www.wvutech.edu
Oregon Institute of Technology,OIT,OR,Klamath Falls,https://www.usnews.com/dims4/USNEWS/280456c/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ffa%2F98aa3ef3a3e89cd44f631fe61bb5bb%2Fcollege-photo_12576.jpg,#6,20,7,96,28055,3.5,5212,1030,37778,Public,Quarter,Rural,http://www.oit.edu
University of Northwestern--St. Paul,,MN,St. Paul,https://www.usnews.com/dims4/USNEWS/cc5fc05/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8f%2F632e4ad58bcadb9c13f5eb7d53c1a4%2Fcollege-photo_1645.jpg,#53,21,,90,32210,3.5,3443,1053,,Private,Semester,Suburban,//www.unwsp.edu
Williams Baptist University,,AR,Walnut Ridge,https://www.usnews.com/dims4/USNEWS/bdc36b5/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd5%2Fde8605aaa1d42949daad89ff0462b4%2Fcollege-photo_16386.jpg,#164-#215,18,,56,18058,3.2,480,,,Private,Semester,Rural,https://williamsbu.edu/
Lesley University,,MA,Cambridge,https://www.usnews.com/dims4/USNEWS/bfe3e55/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fba%2F8092342369fba4956d9d5135f95839%2Fcollege-photo_33519.jpg,#246,19,,76,28750,3.2,2127,938,,Private,Semester,City,//www.lesley.edu
Keuka College,,NY,Keuka Park,https://www.usnews.com/dims4/USNEWS/498e75f/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fef%2F0f8baccb889beeb972390e27c121bc%2Fcollege-photo_7381.jpg,#119,19,,86,33048,3.4,1673,980,,Private,4/1/2004,Rural,http://www.keuka.edu
Allen College,,IA,Waterloo,,Unranked,,,,,,341,,,Private,Semester,City,http://www.allencollege.edu/
Anna Maria College,,MA,Paxton,https://www.usnews.com/dims4/USNEWS/e9545f8/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F44%2F3cb5ce0689f8eb0e34e2770dc000c2%2Fcollege-photo_1167.jpg,#129-#170,18,,75,38630,3,1134,903,,Private,Semester,Suburban,http://www.annamaria.edu
Saginaw Valley State University,,MI,University Center,,#117-#153,19,,77,25401,3.4,7739,990,,Public,Semester,Suburban,http://www.svsu.edu
Abilene Christian University,ACU,TX,Abilene,https://www.usnews.com/dims4/USNEWS/072875b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff9%2Fdd60d8c66591848f3a026cecc0bc4e%2Fcollege-photo_36616.jpg,#12,21,66,57,36300,3.6,3544,1040,27650,Private,Semester,City,http://www.acu.edu
Concord University,,WV,Athens,https://www.usnews.com/dims4/USNEWS/cdcd58b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F12%2Fa466196a4c5d2a886af2269f79476f%2Fcollege-photo_26126.jpg,#96-#122,18,,89,18037,3.4,1729,920,,Public,Semester,Rural,http://www.concord.edu
Campbellsville University,,KY,Campbellsville,https://www.usnews.com/dims4/USNEWS/e657e24/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd3%2F3b86e13e74f3e41bd9e56f0a2b0710%2Fcollege-photo_22310.jpg,#92,18,,83,25400,3.3,5139,940,,Private,Semester,Rural,http://www.campbellsville.edu
Montana State University,MSU,MT,Bozeman,https://www.usnews.com/dims4/USNEWS/d18457b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe4%2F3f15b8579684f5917c648d322d3504%2Fcollege-photo_34544.jpg,#246,21,,82,25708,3.5,14919,1090,,Public,Semester,City,http://www.montana.edu
University of Washington,,WA,Seattle,https://www.usnews.com/dims4/USNEWS/93ba9bc/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F06%2F034e31d063521a543bb42f6f2c00b6%2F_20180227_Fall-Fling_216.jpg,#62,27,29,49,38796,3.8,32099,1220,43801,Public,Quarter,Urban,http://www.washington.edu
Sarah Lawrence College,,NY,Bronxville,https://www.usnews.com/dims4/USNEWS/3576ad2/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff9%2F2554d954c10d1d104ce83f2f99c394%2Fcollege-photo_23346.jpg,#68,27,62,56,57520,3.7,1410,1240,37725,Private,Semester,Suburban,http://www.slc.edu
University of New Haven,,CT,West Haven,https://www.usnews.com/dims4/USNEWS/f29029e/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F38%2F1b27f736a031fb2b5f7ddc95f4de33%2Fcollege-photo_31606.jpg,#66,20,,84,40440,3.4,5092,1030,,Private,4/1/2004,Suburban,http://www.newhaven.edu
Holy Cross College,,IN,Notre Dame,https://www.usnews.com/dims4/USNEWS/48b7cd5/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F77%2F20b3ce399dc90fbcef99719f33d4f4%2F2019_HCC_49.jpg,#29,22,44,88,32000,3.7,499,1070,42897,Private,Semester,Suburban,http://www.hcc-nd.edu/home
Brazosport College,,TX,Lake Jackson,,Unranked,,,,,,,,,Public,N/A,N/A,//www.brazosport.edu
Berea College,,KY,Berea,,#46,22,,38,,3.5,1673,1030,,Private,Semester,Rural,http://www.berea.edu
"Watkins College of Art, Design & Film",Watkins College of Art Design & Film,TN,Nashville,,Unranked,,,,,,,,,Private,N/A,N/A,//www.watkins.edu
University of Puerto Rico--Medical Sciences Campus,University of Puerto Rico Medical Sciences Campus,PR,San Juan,,Unranked,,,,5796,,346,,,Public,Semester,Urban,//www.rcm.upr.edu/
Buena Vista University,,IA,Storm Lake,https://www.usnews.com/dims4/USNEWS/932d0a1/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe8%2F821eb8c715d052938d5f45d0c6ce9d%2Fcollege-photo_5884.jpg,#32,19,85,58,35194,3.4,1619,920,21592,Private,4/1/2004,Rural,http://www.bvu.edu
CUNY--Hunter College,CUNY Hunter College CUNY Hunter College,NY,New York,,#23,,1,36,18450,3.5,16249,1090,32179,Public,Semester,Urban,http://www.hunter.cuny.edu
Inter American University of Puerto Rico--Aguadilla,Inter American University of Puerto Rico Aguadilla Inter American University of Puerto Rico Aguadilla,PR,Aguadilla,,Unranked,,,46,,3,3667,,,Private,Differs by program,Rural,hi
Colorado Mesa University,,CO,Grand Junction,,#87-#113,18,,81,23163,3.2,9365,940,,Public,Semester,City,http://www.coloradomesa.edu/
University of Science and Arts of Oklahoma,,OK,Chickasha,,#164-#215,19,,48,18900,,,815,,Public,Trimester,Rural,http://www.usao.edu
Northeastern University,,MA,Boston,https://www.usnews.com/dims4/USNEWS/4674af4/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F20%2F1cbbad31e6157f63445ad855fcdbaf%2Fcollege-photo_31421.jpg,#40,32,30,19,53506,,13909,1360,43135,Private,Semester,Urban,http://www.northeastern.edu/
Tabor College,,KS,Hillsboro,,#49,18,,58,27220,3.3,655,950,,Private,4/1/2004,Rural,http://www.tabor.edu
University of Alaska--Southeast,University of Alaska Southeast,AK,Juneau,,#87-#113,,,71,,,,,,Public,N/A,N/A,//www.uas.alaska.edu
Art Academy of Cincinnati,,OH,Cincinnati,https://www.usnews.com/dims4/USNEWS/16d9a11/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fbc%2F1751c91383e7c2e057b9ed4b3e0037%2Fcollege-photo_26869.jpg,Unranked,,,100,34335,2.9,192,,,Private,Semester,Urban,//www.artacademy.edu
King University,,TN,Bristol,https://www.usnews.com/dims4/USNEWS/4bdf9fd/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F64%2F0a0187d7525478deeaf70ee47f8013%2Fcollege-photo_21915.jpg,#65,19,,58,15617,3.4,1579,950,,Private,Semester,City,http://www.king.edu
University of Texas Medical Branch--Galveston,University of Texas Medical Branch Galveston,TX,Galveston,,Unranked,,,,20482,,,,,Public,N/A,N/A,//www.utmb.edu/
Boston College,BC,MA,Chestnut Hill,https://www.usnews.com/dims4/USNEWS/6bd0856/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F6e%2Fd8a881f19b211928f27b07fa3171de%2Fcollege-photo_16949.jpg,#37,31,37,28,57910,,9377,1320,30811,Private,Semester,Suburban,http://www.bc.edu
Rocky Mountain College of Art and Design,,CO,Lakewood,,Unranked,,,,,,,,,Proprietary,N/A,N/A,//www.rmcad.edu/
